"community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi","roi2","roi3"
"./prediction_result/KNN10/JURECZKO_result/jEdit_4.2.csv_diffToPreviousRelease_jEdit_4.3.csv","./prediction","result/KNN10/JURECZKO","7","209","862","4","0.0616740088105727","0.710760351021851","0.195144724556489","0.69968886646485","0.199630314232902","0.636363636363636","0.110728489512165","1","2.10613948207932e-05","0.0476889216574844","0.0118563218069216","0.000924214417744917","0.0227884291960982","0.00458926953019685",0.909495158296341,1.41521197372862,1.70270584927296
"./prediction_result/KNN10/JURECZKO_result/log4j_1.csv_diffToPreviousRelease_log4j_1.1.csv","./prediction","result/KNN10/JURECZKO","11","2","34","21","0.488888888888889","0.504043126684636","0.0555555555555556","0.409862901575609","0.191176470588235","0.34375","0.365812737365662","0","0","1.74676979649309","0","0","0","0",0.838695082376435,1.14385185370616,1.22802209797673
"./prediction_result/KNN10/JURECZKO_result/log4j_1.1.csv_diffToPreviousRelease_log4j_1.2.csv","./prediction","result/KNN10/JURECZKO","46","2","87","106","0.46","0.46217808060977","0.0224719101123595","0.619518592388186","0.199170124481328","0.302631578947368","0.338550250503854","0","0","1.51286136815138","0","0","0","0",0.488494748447745,0.739308048862734,0.861539064023983
"./prediction_result/KNN10/JURECZKO_result/lucene_2.csv_diffToPreviousRelease_lucene_2.2.csv","./prediction","result/KNN10/JURECZKO","46","11","173","57","0.575","0.605562530913518","0.0597826086956522","0.615290134112336","0.198606271777003","0.446601941747573","0.46508716001154","0","0","1.04702613545379","0","0","0","0",0.725839594993465,1.09744173463839,1.27756837228116
"./prediction_result/KNN10/JURECZKO_result/lucene_2.2.csv_diffToPreviousRelease_lucene_2.4.csv","./prediction","result/KNN10/JURECZKO","68","17","257","83","0.576271186440678","0.608506415501663","0.062043795620438","0.636676752107477","0.2","0.450331125827815","0.464588069942529","0","0","0.766771930317177","0","0","0","0",0.707315171061555,1.07647577082425,1.2619945271261
"./prediction_result/KNN10/JURECZKO_result/pBeans_1.csv_diffToPreviousRelease_pBeans_2.csv","./prediction","result/KNN10/JURECZKO","3","9","41","7","0.272727272727273","0.439285714285714","0.18","0.581328081728106","0.2","0.3","0.111803398874989","3","0.00310788356206536","0.164644850788289","0.0560788356206536","0.05","0.0621576712413072","0.0557483951523751",0.516059707812831,0.767923250208731,0.879823596932502
"./prediction_result/KNN10/JURECZKO_result/poi_1.5.csv_diffToPreviousRelease_poi_2.0RC1.csv","./prediction","result/KNN10/JURECZKO","8","50","212","24","0.177777777777778","0.381981981981982","0.190839694656489","0.490027280994241","0.197278911564626","0.25","0.0463005386364263","1","4.81696164370568e-05","0.298359144104613","0.00878161388835619","0.00340136054421769","0.0141618672324947","0.00694043344734728",0.510175677347519,0.72747780452622,0.804062018163064
"./prediction_result/KNN10/JURECZKO_result/poi_2.0RC1.csv_diffToPreviousRelease_poi_2.5.1.csv","./prediction","result/KNN10/JURECZKO","18","7","71","33","0.473684210526316","0.50865671641791","0.0897435897435897","0.508331979273863","0.193798449612403","0.352941176470588","0.325557435144924","0","0","0.449596351949466","0","0","0","0",0.694312360545866,1.00534362833535,1.12448447488825
"./prediction_result/KNN10/JURECZKO_result/poi_2.5.1.csv_diffToPreviousRelease_poi_3.csv","./prediction","result/KNN10/JURECZKO","57","24","154","173","0.366559485530547","0.385287275600228","0.134831460674157","0.22824157097865","0.198529411764706","0.247826086956522","0.140480266841203","0","0","2.12541363310593","0","0","0","0",1.08580608648064,1.16140083078495,1.16422579600774
"./prediction_result/KNN10/JURECZKO_result/synapse_1.csv_diffToPreviousRelease_synapse_1.1.csv","./prediction","result/KNN10/JURECZKO","20","19","124","32","0.43956043956044","0.532874946282768","0.132867132867133","0.488267635363998","0.2","0.384615384615385","0.278318164225628","0","0","1.14547501380239","0","0","0","0",0.787714271351732,1.11763321374824,1.23078638975854
"./prediction_result/KNN10/JURECZKO_result/synapse_1.1.csv_diffToPreviousRelease_synapse_1.2.csv","./prediction","result/KNN10/JURECZKO","28","11","109","49","0.482758620689655","0.519356759976176","0.0916666666666667","0.461184157130103","0.197969543147208","0.363636363636364","0.333039431082521","0","0","1.22702635102064","0","0","0","0",0.788484075210285,1.10334316103628,1.20345796570193
"./prediction_result/KNN10/JURECZKO_result/velocity_1.4.csv_diffToPreviousRelease_velocity_1.5.csv","./prediction","result/KNN10/JURECZKO","34","10","72","104","0.373626373626374","0.384784658912292","0.121951219512195","0.205306237651708","0.2","0.246376811594203","0.150408892436589","0","0","2.14105450093101","0","0","0","0",1.20004542683291,1.21575632796415,1.21586053071744
"./prediction_result/KNN10/JURECZKO_result/velocity_1.5.csv_diffToPreviousRelease_velocity_1.6.1.csv","./prediction","result/KNN10/JURECZKO","21","11","82","46","0.424242424242424","0.462468107962938","0.118279569892473","0.416150862424693","0.2","0.313432835820896","0.240699243502136","0","0","1.46868809208818","0","0","0","0",0.753171179304272,1.01738991190394,1.08643586692429
"./prediction_result/KNN10/JURECZKO_result/xalan_2.4.0.csv_diffToPreviousRelease_xalan_2.5.0.csv","./prediction","result/KNN10/JURECZKO","114","54","445","228","0.447058823529412","0.485278080697928","0.108216432865731","0.478731680302741","0.199762187871581","0.333333333333333","0.276572664299959","0","0","0.584919186396022","0","0","0","0",0.696284259112619,0.982568447465147,1.07789391016687
"./prediction_result/KNN10/JURECZKO_result/xalan_2.5.0.csv_diffToPreviousRelease_xalan_2.6.0.csv","./prediction","result/KNN10/JURECZKO","87","37","355","144","0.490140845070423","0.532000103351162","0.0943877551020408","0.433632295450832","0.199036918138042","0.376623376623377","0.341428471727496","0","0","0.529974358390301","0","0","0","0",0.868531658214744,1.19058543875384,1.28197525889067
"./prediction_result/KNN10/JURECZKO_result/xalan_2.6.0.csv_diffToPreviousRelease_xalan_2.7.0.csv","./prediction","result/KNN10/JURECZKO","168","0","278","397","0.458390177353342","0.458390177353342","0","0.694691328368965","0.199288256227758","0.297345132743363","0.349945915191889","0","0","0.442533185693043","0","0","0","0",0.428024822825249,0.665216830152774,0.799142156926059
"./prediction_result/KNN10/JURECZKO_result/xerces_1.csv_diffToPreviousRelease_xerces_1.2.0.csv","./prediction","result/KNN10/JURECZKO","24","71","344","36","0.309677419354839","0.539607843137255","0.171084337349398","0.296264933700932","0.2","0.4","0.190117275157343","0","0","0.383857954557932","0","0","0","0",1.35014291095208,1.61204216875438,1.64325464304963
"./prediction_result/KNN10/JURECZKO_result/xerces_1.2.0.csv_diffToPreviousRelease_xerces_1.3.0.csv","./prediction","result/KNN10/JURECZKO","12","34","153","32","0.266666666666667","0.409090909090909","0.181818181818182","0.586518259129565","0.199134199134199","0.272727272727273","0.0893901521139053","5","0.00138777902659844","0.140266893446545","0.0428802063369347","0.0216450216450216","0.0641153910288478","0.0372529062839188",0.464993661292011,0.694269507741326,0.79802202025569
"./prediction_result/KNN10/JURECZKO_result/xerces_1.3.0.csv_diffToPreviousRelease_xerces_1.4.4.csv","./prediction","result/KNN10/JURECZKO","79","2","114","213","0.423592493297587","0.424290963912183","0.0172413793103448","0.558022509069915","0.198529411764706","0.270547945205479","0.286451091702385","0","0","2.89919490835018","0","0","0","0",0.484833390782775,0.715213160537648,0.812841658296665
