"community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi","roi2","roi3"
"./prediction_result/LR/JURECZKO_result/ant_1.3.csv_ant_1.4.csv","./prediction","result/LR/JURECZKO","4","8","217","36","0.153846153846154","0.181210855949896","0.0355555555555556","0.19751383510877","0.0452830188679245","0.1","0.11095729361864","3","0.000636466741022505","0.168968202346524","0.0337709917536512","0.0113207547169811","0.0562212287903212","0.0252282924714001",2.20833333333333,0.82373390233136,1.05738599297007
"./prediction_result/LR/JURECZKO_result/ant_1.4.csv_ant_1.5.csv","./prediction","result/LR/JURECZKO","11","18","351","21","0.360655737704918","0.505002942907593","0.0487804878048781","0.194311748984617","0.0723192019950125","0.34375","0.308599226608986","1","7.92437979526656e-06","0.662701491376893","0.0028357209419684","0.00249376558603491","0.00317767629790189","0.00281502749458448",4.75323275862069,2.57847034439946,2.89978877095453
"./prediction_result/LR/JURECZKO_result/ant_1.5.csv_ant_1.6.csv","./prediction","result/LR/JURECZKO","18","5","426","74","0.31304347826087","0.326645367412141","0.0116009280742459","0.195893048803586","0.0439770554493308","0.195652173913043","0.341760912122666","0","0","0.637763114867589","0","0","0","0",4.44896030245745,1.63131770440846,2.10795866940208
"./prediction_result/LR/JURECZKO_result/ant_1.6.csv_ant_1.7.csv","./prediction","result/LR/JURECZKO","26","7","893","140","0.261306532663317","0.270546149454084","0.00777777777777778","0.196946676910593","0.0309568480300188","0.156626506024096","0.311611370527367","0","0","0.501365679044739","0","0","0","0",5.05951077035413,1.37449831954034,2.00591517404529
"./prediction_result/LR/JURECZKO_result/camel_1.csv_camel_1.2.csv","./prediction","result/LR/JURECZKO","30","18","531","186","0.227272727272727","0.242898312062577","0.0327868852459016","0.194619750597268","0.0627450980392157","0.138888888888889","0.196950204699024","0","0","4.45858690924882","0","0","0","0",2.21354166666667,1.07931514054636,1.25685201753421
"./prediction_result/LR/JURECZKO_result/camel_1.2.csv_camel_1.4.csv","./prediction","result/LR/JURECZKO","28","34","943","117","0.270531400966184","0.321821428353779","0.0348004094165814","0.198143907436423","0.0552584670231729","0.193103448275862","0.232419069136744","0","0","1.6441136663249","0","0","0","0",3.49454949944383,1.52408554724614,1.84544136627676
"./prediction_result/LR/JURECZKO_result/camel_1.4.csv_camel_1.6.csv","./prediction","result/LR/JURECZKO","27","26","1038","161","0.224066390041494","0.250375214408233","0.0244360902255639","0.199369171254755","0.042332268370607","0.143617021276596","0.211450631303385","0","0","1.05691159282335","0","0","0","0",3.39261340826978,1.18838366456735,1.56329573392478
"./prediction_result/LR/JURECZKO_result/forrest_0.7.csv_forrest_0.8.csv","./prediction","result/LR/JURECZKO","1","1","32","1","0.5","0.65979381443299","0.0303030303030303","0.156874621441551","0.0571428571428571","0.5","0.46969696969697","1","0.00222376049147703","0.482625482625483","0.0532015228865623","0.0285714285714286","0.0778316172016959","0.0471567650658633",8.75000000000001,4.67251556561817,5.28095763223996
"./prediction_result/LR/JURECZKO_result/jEdit_3.2.1.csv_jEdit_4.csv","./prediction","result/LR/JURECZKO","23","10","521","52","0.425925925925926","0.467282795195757","0.0188323917137476","0.199167116064474","0.0544554455445545","0.306666666666667","0.417720817481373","0","0","0.625779606819249","0","0","0","0",5.63151515151515,2.41829169077953,2.94467315647257
"./prediction_result/LR/JURECZKO_result/jEdit_4.csv_jEdit_4.1.csv","./prediction","result/LR/JURECZKO","9","1","564","70","0.202247191011236","0.204508370097299","0.00176991150442478","0.194776295530406","0.015527950310559","0.113924050632911","0.297583225502556","0","0","0.222457932321532","0","0","0","0",7.33670886075947,1.08342130875533,2.07152558229741
"./prediction_result/LR/JURECZKO_result/jEdit_4.1.csv_jEdit_4.2.csv","./prediction","result/LR/JURECZKO","8","4","753","40","0.266666666666667","0.285497630331754","0.00528401585204756","0.1775286363968","0.0149068322981366","0.166666666666667","0.315353885626267","0","0","0.191220380442955","0","0","0","0",11.1805555555556,1.73218240688134,3.23982728155209
"./prediction_result/LR/JURECZKO_result/jEdit_4.2.csv_jEdit_4.3.csv","./prediction","result/LR/JURECZKO","4","18","1103","7","0.242424242424242","0.531022446891737","0.016057091882248","0.198635502108437","0.019434628975265","0.363636363636364","0.246990465149197","1","1.94324706086033e-05","0.08443839959533","0.0114404744775437","0.00088339222614841","0.021997556728939","0.00440822760399271",18.7107438016529,3.33504053791566,5.85262560405598
