"community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi","roi2","roi3"
"./prediction_result/KNN5/JURECZKO_result/ant_1.3.csv_ant_1.4.csv","./prediction","result/KNN5/JURECZKO","17","36","189","23","0.365591397849462","0.564426877470356","0.16","0.622305685274126","0.2","0.425","0.237170824512628","0","0","0.42163952687285","0","0","0","0",0.682944106179565,1.03367885595567,1.20468096425219
"./prediction_result/KNN5/JURECZKO_result/ant_1.4.csv_ant_1.5.csv","./prediction","result/KNN5/JURECZKO","17","63","306","15","0.303571428571429","0.647619047619048","0.170731707317073","0.337317704497148","0.199501246882793","0.53125","0.24446571948707","0","0","0.671665493061028","0","0","0","0",1.57492474577329,1.97925203137622,2.04788972862315
"./prediction_result/KNN5/JURECZKO_result/ant_1.5.csv_ant_1.6.csv","./prediction","result/KNN5/JURECZKO","50","54","377","42","0.510204081632653","0.670412917452075","0.125290023201856","0.562780162889071","0.198852772466539","0.543478260869565","0.398915288390281","0","0","0.668399425910142","0","0","0","0",0.965702589941304,1.42713959872497,1.62460191699007
"./prediction_result/KNN5/JURECZKO_result/ant_1.6.csv_ant_1.7.csv","./prediction","result/KNN5/JURECZKO","100","113","787","66","0.527704485488127","0.713372793937691","0.125555555555556","0.585457653162525","0.199812382739212","0.602409638554217","0.432410754743866","0","0","0.671720617277502","0","0","0","0",1.02895510085165,1.53427384469716,1.76129851457883
"./prediction_result/KNN5/JURECZKO_result/camel_1.csv_camel_1.2.csv","./prediction","result/KNN5/JURECZKO","68","85","464","148","0.368563685636856","0.458751344906802","0.154826958105647","0.591316476323312","0.2","0.314814814814815","0.180043995312987","1","6.35425571312124e-06","2.17011218783749","0.0030840975815107","0.00130718954248366","0.00486100562053775","0.00252076490635704",0.532396487194591,0.795673600220071,0.915440608461912
"./prediction_result/KNN5/JURECZKO_result/camel_1.2.csv_camel_1.4.csv","./prediction","result/KNN5/JURECZKO","63","161","816","82","0.341463414634146","0.571609653585069","0.164790174002047","0.340558682007398","0.199643493761141","0.43448275862069","0.226327908891068","1","4.8504362607972e-06","1.46167494243261","0.0031667275408812","0.00089126559714795","0.00544218948461446","0.00220237060023902",1.27579410414576,1.60859314571459,1.66628386245333
"./prediction_result/KNN5/JURECZKO_result/camel_1.4.csv_camel_1.6.csv","./prediction","result/KNN5/JURECZKO","86","164","900","102","0.392694063926941","0.593776850374371","0.154135338345865","0.510995361081237","0.199680511182109","0.457446808510638","0.271040823153482","5","1.75324226097712e-05","1.24217982528642","0.00419186442256444","0.00399361022364217","0.0043901186214867","0.00418717358247436",0.895207360674873,1.28735708179812,1.4320701199594
"./prediction_result/KNN5/JURECZKO_result/forrest_0.7.csv_forrest_0.8.csv","./prediction","result/KNN5/JURECZKO","1","6","27","1","0.222222222222222","0.620689655172414","0.181818181818182","0.438067837674137","0.2","0.5","0.184637236468999","1","0.00303712035995501","0.441791932282362","0.0674353205849269","0.0285714285714286","0.106299212598425","0.0551100749405679",1.14137573453163,1.56723147752622,1.68921263798524
"./prediction_result/KNN5/JURECZKO_result/jEdit_3.2.1.csv_jEdit_4.csv","./prediction","result/KNN5/JURECZKO","52","69","462","23","0.530612244897959","0.771706658957309","0.129943502824859","0.679669243214093","0.1996699669967","0.693333333333333","0.464112580964801","0","0","0.555728040799216","0","0","0","0",1.02010402891651,1.57694169731639,1.88207488101961
"./prediction_result/KNN5/JURECZKO_result/jEdit_4.csv_jEdit_4.1.csv","./prediction","result/KNN5/JURECZKO","58","70","495","21","0.560386473429952","0.798886956521739","0.123893805309735","0.704615695838344","0.198757763975155","0.734177215189873","0.501694682634329","0","0","0.447525342432744","0","0","0","0",1.04195410281963,1.62541240771329,1.96183597692768
